Title_english,Title_japanese,Anime_episodes,Anime_source,Ratings,Season,Type,Studio,score,scored_by,ranked,popularity,members,links,genre
-,キラキラ☆プリキュアアラモード,49,Original,G - All Ages,Winter 2017,TV,Toei Animation,6.95,2571 ,Ranked #3903,Popularity #5384,8973,https://myanimelist.net/anime/34290/Kirakira☆Precure_A_La_Mode,Shoujo
So Cute It Hurts!!,小林が可愛すぎてツライっ!!,2,Manga,PG-13 - Teens 13 or older,-,OVA,-,6.20,3793 ,Ranked #7566,Popularity #5398,8855,https://myanimelist.net/anime/19575/Kobayashi_ga_Kawai_sugite_Tsurai,Shoujo
-,レディ ジュエルペット,52,Original,PG - Children,Spring 2014,TV,"Studio Comet,             Zexcs",7.40,2425 ,Ranked #1970,Popularity #5461,8657,https://myanimelist.net/anime/22693/Lady_Jewelpet,Shoujo
Maria Watches Over Us,マリア様がみてる,7,Light novel,PG - Children,-,Special,Studio Deen,7.34,4154 ,Ranked #2213,Popularity #5485,8540,https://myanimelist.net/anime/3468/Maria-sama_ga_Miteru_Specials,Shoujo
-,雨と少女と私の手紙,1,Unknown,G - All Ages,-,ONA,-,5.80,4888 ,Ranked #9167,Popularity #5489,8507,https://myanimelist.net/anime/1223/Ame_to_Shoujo_to_Watashi_no_Tegami,Shoujo
-,おジャ魔女どれみ ナ・イ・ショ,13,Unknown,G - All Ages,-,OVA,Toei Animation,7.71,3572 ,Ranked #1028,Popularity #5500,8490,https://myanimelist.net/anime/1376/Ojamajo_Doremi_Na-i-sho,Shoujo
-,クジラの子らは砂上に学ぶ!,2,Manga,PG-13 - Teens 13 or older,-,Special,J.C.Staff,6.71,1221 ,Ranked #4954,Popularity #5515,8481,https://myanimelist.net/anime/37272/Kujira_no_Kora_wa_Sajou_ni_Manabu,Shoujo
-,美少女戦士セーラームーン セーラースターズ ヒーロークラブ,3,Unknown,PG-13 - Teens 13 or older,-,OVA,Toei Animation,7.25,2484 ,Ranked #2593,Popularity #5540,8331,https://myanimelist.net/anime/13931/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars_-_Hero_Club,Shoujo
-,レディジョージィ,45,Manga,PG-13 - Teens 13 or older,Spring 1983,TV,Tokyo Movie Shinsha,7.16,3424 ,Ranked #3035,Popularity #5566,8236,https://myanimelist.net/anime/2542/Lady_Georgie,Shoujo
Here is Greenwood,ここはグリーン・ウッド,6,Manga,PG-13 - Teens 13 or older,-,OVA,"Studio Pierrot,             Ajia-Do",6.83,2555 ,Ranked #4403,Popularity #5571,8218,https://myanimelist.net/anime/1804/Koko_wa_Green_Wood,Shoujo
-,Yes! プリキュア5 GoGo!,48,Original,G - All Ages,Winter 2008,TV,Toei Animation,7.14,3007 ,Ranked #3108,Popularity #5570,8228,https://myanimelist.net/anime/3692/Yes_Precure_5_GoGo,Shoujo
-,薔薇王の葬列,Unknown,Manga,None,Winter 2022,TV,J.C.Staff,N/A,- user,Ranked N/A,Popularity #5612,8436,https://myanimelist.net/anime/42892/Baraou_no_Souretsu,Shoujo
Cutey Honey F,キューティーハニーＦ,39,Unknown,PG-13 - Teens 13 or older,Winter 1997,TV,Toei Animation,6.55,1740 ,Ranked #5750,Popularity #5628,8033,https://myanimelist.net/anime/1853/Cutey_Honey_F,Shoujo
Piano: The Melody of a Young Girl's Heart,PIANO,10,Original,G - All Ages,Fall 2002,TV,OLM,6.02,2732 ,Ranked #8386,Popularity #5655,7940,https://myanimelist.net/anime/328/Piano_TV,Shoujo
-,スター☆トゥインクルプリキュア,49,Original,G - All Ages,Winter 2019,TV,Toei Animation,7.32,2119 ,Ranked #2274,Popularity #5677,7946,https://myanimelist.net/anime/38578/Star☆Twinkle_Precure,Shoujo
Maria Watches Over Us: Printemps,マリア様がみてる～春～,6,Light novel,PG - Children,-,Special,Studio Deen,7.30,3619 ,Ranked #2390,Popularity #5724,7724,https://myanimelist.net/anime/3469/Maria-sama_ga_Miteru__Haru_Specials,Shoujo
Twilight Of The Dark Master,支配者の黄昏,1,Manga,R+ - Mild Nudity,-,OVA,"Madhouse,             Production Reed",5.82,3200 ,Ranked #9089,Popularity #5725,7721,https://myanimelist.net/anime/1245/Shihaisha_no_Tasogare,Shoujo
-,ガラスの仮面,23,Manga,PG-13 - Teens 13 or older,Spring 1984,TV,Eiken,7.33,2084 ,Ranked #2232,Popularity #5770,7559,https://myanimelist.net/anime/506/Glass_no_Kamen,Shoujo
-,ときめきトゥナイト,34,Manga,PG - Children,Fall 1982,TV,Group TAC,7.14,1649 ,Ranked #3105,Popularity #5792,7497,https://myanimelist.net/anime/3125/Tokimeki_Tonight,Shoujo
-,緋色の欠片 突撃! 隣のイケメンズ,1,Visual novel,PG-13 - Teens 13 or older,-,OVA,Studio Deen,6.72,2382 ,Ranked #4920,Popularity #5802,7454,https://myanimelist.net/anime/16928/Hiiro_no_Kakera__Totsugeki_Tonari_no_Ikemenzu,Shoujo
-,HIGH SCORE [ハイスコア],8,4-koma manga,PG-13 - Teens 13 or older,Fall 2011,TV,DLE,5.59,3497 ,Ranked #9845,Popularity #5803,7454,https://myanimelist.net/anime/10958/High_Score,Shoujo
Healin' Good Pretty Cure,ヒーリングっど♥プリキュア,45,Original,G - All Ages,Winter 2020,TV,Toei Animation,6.76,1691 ,Ranked #4727,Popularity #5828,7454,https://myanimelist.net/anime/40610/Healin_Good♡Precure,Shoujo
-,真夜中のオカルト公務員」TV未放送エピソード「ひとりぼっちの吸血鬼」,2,Manga,PG-13 - Teens 13 or older,-,OVA,LIDENFILMS,7.13,2712 ,Ranked #3164,Popularity #5842,7385,https://myanimelist.net/anime/39972/Mayonaka_no_Occult_Koumuin__Hitoribocchi_no_Kyuuketsuki,Shoujo
-,プリティーリズム ディアマイフューチャー,51,Game,PG - Children,Spring 2012,TV,"Tatsunoko Production,             Dongwoo A&E",6.67,2781 ,Ranked #5163,Popularity #5841,7350,https://myanimelist.net/anime/12863/Pretty_Rhythm__Dear_My_Future,Shoujo
-,アタックNo.1,104,Manga,PG-13 - Teens 13 or older,Winter 1970,TV,Tokyo Movie Shinsha,6.74,2663 ,Ranked #4819,Popularity #5848,7343,https://myanimelist.net/anime/1550/Attack_No1,Shoujo
Wild Adapter,ワイルドアダプター,2,Manga,R - 17+ (violence & profanity),-,OVA,Anpro,6.23,1984 ,Ranked #7430,Popularity #5847,7335,https://myanimelist.net/anime/13843/Wild_Adapter,Shoujo
Naisho no Tsubomi,ないしょのつぼみ,3,Manga,PG - Children,-,OVA,"Arms,             Studio Kikan",6.56,3252 ,Ranked #5684,Popularity #5852,7330,https://myanimelist.net/anime/3641/Naisho_no_Tsubomi,Shoujo
-,姫ちゃんのリボン,61,Manga,PG - Children,Fall 1992,TV,Gallop,7.45,2136 ,Ranked #1765,Popularity #5867,7287,https://myanimelist.net/anime/2037/Hime-chan_no_Ribbon,Shoujo
-,魔女見習いをさがして,1,Original,G - All Ages,-,Movie,Toei Animation,7.49,587 ,Ranked #1645,Popularity #5889,7292,https://myanimelist.net/anime/39585/Majo_Minarai_wo_Sagashite,Shoujo
Hana Yori Dango The Movie,花より男子,1,Unknown,PG-13 - Teens 13 or older,-,Movie,-,6.36,2855 ,Ranked #6758,Popularity #5904,7161,https://myanimelist.net/anime/2071/Hana_yori_Dango_Movie,Shoujo
-,KING OF PRISM by PrettyRhythm,1,Original,PG - Children,-,Movie,Tatsunoko Production,6.19,1883 ,Ranked #7596,Popularity #5938,7097,https://myanimelist.net/anime/31762/King_of_Prism_by_Pretty_Rhythm,Shoujo
-,Wish,1,Manga,G - All Ages,-,Music,-,6.57,3813 ,Ranked #5680,Popularity #5943,7051,https://myanimelist.net/anime/1958/Wish,Shoujo
Di Gi Charat: Winter Garden,ウィンターガーデン,2,Unknown,G - All Ages,-,Special,J.C.Staff,6.58,3181 ,Ranked #5588,Popularity #5949,7042,https://myanimelist.net/anime/1718/Winter_Garden,Shoujo
Rock'n Roll Kids,愛してナイト,42,Manga,PG - Children,Spring 1983,TV,Toei Animation,6.73,2603 ,Ranked #4842,Popularity #5956,7023,https://myanimelist.net/anime/2221/Aishite_Knight,Shoujo
The Magic of Chocolate,ショコラの魔法,13,Manga,PG-13 - Teens 13 or older,-,OVA,SynergySP,6.21,1178 ,Ranked #7486,Popularity #5957,7023,https://myanimelist.net/anime/9935/Chocolat_no_Mahou,Shoujo
The Best!! Extremely Cool Student Council President,極上!!めちゃモテ委員長,51,Manga,PG - Children,Spring 2009,TV,SynergySP,6.34,1434 ,Ranked #6856,Popularity #5973,6981,https://myanimelist.net/anime/6117/Gokujou_Mecha_Mote_Iinchou,Shoujo
-,初恋モンスター もうちょっとだけ続くんじゃ,1,Manga,PG-13 - Teens 13 or older,-,OVA,Studio Deen,6.04,1014 ,Ranked #8331,Popularity #6012,6896,https://myanimelist.net/anime/34016/Hatsukoi_Monster__Mou_Chotto_dake_Tsuzukunja,Shoujo
-,あにゃまる探偵 キルミンずぅ,50,Original,G - All Ages,Fall 2009,TV,Satelight,7.03,1313 ,Ranked #3591,Popularity #6014,6867,https://myanimelist.net/anime/7152/Anyamal_Tantei_Kiruminzoo,Shoujo
-,吟遊黙示録マイネリーベ ヴィーダー,13,Visual novel,PG-13 - Teens 13 or older,Winter 2006,TV,Bee Train,6.67,2037 ,Ranked #5138,Popularity #6063,6685,https://myanimelist.net/anime/771/Ginyuu_Mokushiroku_Meine_Liebe_Wieder,Shoujo
-,虹色デイズ 放課後スペシャル,1,Manga,PG-13 - Teens 13 or older,-,Special,Production Reed,6.66,1667 ,Ranked #5173,Popularity #6094,6656,https://myanimelist.net/anime/33102/Nijiiro_Days__Houkago_Special,Shoujo
-,劇場版 アイカツ！アイドルカツドウ！,1,Unknown,PG - Children,-,Movie,Sunrise,7.43,3008 ,Ranked #1825,Popularity #6126,6515,https://myanimelist.net/anime/22819/Aikatsu_Movie,Shoujo
-,東京BABYLON 2021,Unknown,Manga,None,-,TV,-,N/A,- user,Ranked N/A,Popularity #6148,6513,https://myanimelist.net/anime/43629/Tokyo_Babylon_2021,Shoujo
-,アキハバラ電脳組,26,Original,PG-13 - Teens 13 or older,Spring 1998,TV,Production Reed,6.56,2145 ,Ranked #5713,Popularity #6215,6259,https://myanimelist.net/anime/2288/Akihabara_Dennou-gumi,Shoujo
Magical Princess Minky Momo,魔法のプリンセス　ミンキーモモ,63,Original,G - All Ages,Spring 1982,TV,Production Reed,6.74,1395 ,Ranked #4837,Popularity #6248,6180,https://myanimelist.net/anime/518/Mahou_no_Princess_Minky_Momo,Shoujo
-,パタリロ！,49,Manga,PG-13 - Teens 13 or older,Spring 1982,TV,Toei Animation,7.24,852 ,Ranked #2641,Popularity #6274,6115,https://myanimelist.net/anime/2835/Patalliro,Shoujo
-,映画 ハートキャッチプリキュア！花の都でファッションショー・・・ですか！？,1,Original,G - All Ages,-,Movie,Toei Animation,7.58,3074 ,Ranked #1367,Popularity #6300,6053,https://myanimelist.net/anime/9288/Heartcatch_Precure_Movie__Hana_no_Miyako_de_Fashion_Show_Desu_ka,Shoujo
TROPICAL-ROUGE! PRETTY CURE,トロピカル～ジュ！プリキュア,Unknown,Original,G - All Ages,Winter 2021,TV,Toei Animation,7.19,1042 ,Ranked #2898,Popularity #6304,6045,https://myanimelist.net/anime/44191/Tropical-Rouge_Precure,Shoujo
-,グッドモーニング・コール,1,Manga,PG - Children,-,OVA,Production I.G,6.12,3095 ,Ranked #7940,Popularity #6309,6040,https://myanimelist.net/anime/1056/Good_Morning_Call,Shoujo
-,風の少女エミリー,26,Novel,G - All Ages,Spring 2007,TV,TMS Entertainment,7.39,1912 ,Ranked #1986,Popularity #6345,5946,https://myanimelist.net/anime/1878/Kaze_no_Shoujo_Emily,Shoujo
-,少年ハリウッド-HOLLY STAGE FOR 50-,13,Novel,PG-13 - Teens 13 or older,Winter 2015,TV,Zexcs,6.53,1756 ,Ranked #5888,Popularity #6370,5905,https://myanimelist.net/anime/27741/Shounen_Hollywood__Holly_Stage_for_50,Shoujo
Attacker You!,アタッカーＹＯＵ！,58,Manga,R+ - Mild Nudity,Spring 1984,TV,Knack Productions,6.57,2411 ,Ranked #5621,Popularity #6431,5763,https://myanimelist.net/anime/3081/Attacker_You,Shoujo
-,少年メイド 第8.5話 女は度胸、男は愛嬌？,1,Manga,PG - Children,-,OVA,8bit,7.12,1494 ,Ranked #3189,Popularity #6509,5614,https://myanimelist.net/anime/33491/Shounen_Maid__Onna_wa_Dokyou_Otoko_wa_Aikyou,Shoujo
-,ふたりはプリキュア ー マックスハート,1,Original,G - All Ages,-,Movie,Toei Animation,6.77,2336 ,Ranked #4657,Popularity #6573,5444,https://myanimelist.net/anime/1930/Futari_wa_Precure__Max_Heart_Movie_1,Shoujo
Pretty Cure All Stars DX2: Light of Hope - Protect the Rainbow Jewel!,映画 プリキュアオールスターズDX2 希望の光☆レインボージュエルを守れ!,1,Original,G - All Ages,-,Movie,Toei Animation,7.14,2390 ,Ranked #3097,Popularity #6576,5438,https://myanimelist.net/anime/8133/Precure_All_Stars_Movie_DX2__Kibou_no_Hikari☆Rainbow_Jewel_wo_Mamore,Shoujo
-,劇場版 遙かなる時空（とき）の中で 舞一夜（まいひとよ）,1,Visual novel,PG-13 - Teens 13 or older,-,Movie,Yumeta Company,7.18,1641 ,Ranked #2930,Popularity #6607,5376,https://myanimelist.net/anime/1906/Harukanaru_Toki_no_Naka_de__Maihitoyo,Shoujo
-,こどものおもちゃ OVA,1,Manga,PG - Children,-,OVA,J.C.Staff,7.13,1937 ,Ranked #3163,Popularity #6616,5356,https://myanimelist.net/anime/3421/Kodomo_no_Omocha,Shoujo
-,オリジナルビデオアニメーション アンジェリーク,3,Game,PG - Children,-,OVA,-,6.33,1785 ,Ranked #6882,Popularity #6626,5332,https://myanimelist.net/anime/2534/Angelique,Shoujo
-,バディゴ!,3,Manga,PG - Children,-,Special,-,6.26,1827 ,Ranked #7250,Popularity #6632,5335,https://myanimelist.net/anime/33056/Buddy_Go,Shoujo
-,レディレディ！！,21,Manga,G - All Ages,Fall 1987,TV,Toei Animation,7.50,2016 ,Ranked #1623,Popularity #6644,5290,https://myanimelist.net/anime/2227/Lady_Lady,Shoujo
Pretty Cure Max Heart: Friends of the Snow-Laden Sky,ふたりはプリキュア Max Heart2 雪空のともだち,1,Original,G - All Ages,-,Movie,Toei Animation,7.06,2221 ,Ranked #3471,Popularity #6653,5278,https://myanimelist.net/anime/1931/Futari_wa_Precure__Max_Heart_Movie_2_-_Yukizora_no_Tomodachi,Shoujo
-,映画 プリキュアオールスターズDX みんなともだちっ☆奇跡の全員大集合!,1,Original,G - All Ages,-,Movie,Toei Animation,7.26,2294 ,Ranked #2550,Popularity #6708,5173,https://myanimelist.net/anime/5753/Precure_All_Stars_Movie_DX__Minna_Tomodachi☆Kiseki_no_Zenin_Daishuugou,Shoujo
Wedding Peach DX,愛天使伝説ウェディング・ピーチDX,4,Unknown,G - All Ages,-,OVA,-,6.65,2334 ,Ranked #5217,Popularity #6724,5138,https://myanimelist.net/anime/1957/Ai_Tenshi_Densetsu_Wedding_Peach_DX,Shoujo
Delinquent Detective,スケバン刑事,2,Manga,R - 17+ (violence & profanity),-,OVA,SIDO LIMITED,6.45,1628 ,Ranked #6310,Popularity #6753,5085,https://myanimelist.net/anime/2726/Sukeban_Deka,Shoujo
-,ハロー！サンディベル,47,Original,G - All Ages,Spring 1981,TV,Toei Animation,7.05,2410 ,Ranked #3502,Popularity #6793,5009,https://myanimelist.net/anime/2799/Hello_Sandybell,Shoujo
Sugar: A Little Snow Fairy Summer Special,ちっちゃな雪使いシュガー特別編,2,Original,G - All Ages,-,Special,J.C.Staff,7.02,2128 ,Ranked #3662,Popularity #6799,5003,https://myanimelist.net/anime/1014/Chicchana_Yukitsukai_Sugar_Specials,Shoujo
-,映画 プリキュアオールスターズDX3 未来に届け!世界をつなぐ☆虹色の花,1,Original,G - All Ages,-,Movie,Toei Animation,7.48,2157 ,Ranked #1661,Popularity #6810,4990,https://myanimelist.net/anime/9979/Precure_All_Stars_Movie_DX3__Mirai_ni_Todoke_Sekai_wo_Tsunagu☆Nijiiro_no_Hana,Shoujo
Cardcaptor Sakura: Clear Card Recap,カードキャプターさくら クリアカード編　総集編,1,Manga,PG - Children,-,Special,-,6.89,1407 ,Ranked #4133,Popularity #6830,4987,https://myanimelist.net/anime/37595/Cardcaptor_Sakura__Clear_Card-hen_Recap,Shoujo
-,夏への扉,1,Manga,PG-13 - Teens 13 or older,-,Movie,"Madhouse,             Toei Animation",6.01,1725 ,Ranked #8447,Popularity #6838,4939,https://myanimelist.net/anime/2621/Natsu_e_no_Tobira,Shoujo
-,戦国☆パラダイス-極-（きわみ）,26,Unknown,PG-13 - Teens 13 or older,Fall 2011,TV,"Milky Cartoon,             LMD",6.06,752 ,Ranked #8215,Popularity #6843,4929,https://myanimelist.net/anime/11547/Sengoku☆Paradise_Kiwami,Shoujo
-,チョコタン!,1,Manga,G - All Ages,-,Special,J.C.Staff,5.92,2696 ,Ranked #8784,Popularity #6866,4883,https://myanimelist.net/anime/18599/Chocotan,Shoujo
-,映画 スイートプリキュア♪ とりもどせ! 心がつなぐ奇跡のメロディ♪,1,Original,G - All Ages,-,Movie,Toei Animation,6.99,1838 ,Ranked #3767,Popularity #6892,4838,https://myanimelist.net/anime/10821/Suite_Precure♪_Movie__Torimodose_Kokoro_ga_Tsunagu_Kiseki_no_Melody♪,Shoujo
-,アイドルタイムプリパラ,51,Game,PG - Children,Spring 2017,TV,"Tatsunoko Production,             Dongwoo A&E",7.12,1073 ,Ranked #3208,Popularity #6903,4863,https://myanimelist.net/anime/34787/Idol_Time_PriPara,Shoujo
-,ふしぎ星の☆ふたご姫,52,Original,G - All Ages,Spring 2006,TV,"J.C.Staff,             Hal Film Maker",7.06,1494 ,Ranked #3470,Popularity #6957,4735,https://myanimelist.net/anime/1886/Fushigiboshi_no☆Futagohime_Gyu,Shoujo
-,火宵の月 ~秋狂言~,2,Manga,PG-13 - Teens 13 or older,-,OVA,-,5.98,2001 ,Ranked #8585,Popularity #6966,4713,https://myanimelist.net/anime/1036/Kashou_no_Tsuki__Aki_Kyougen,Shoujo
-,真夜中のオカルト公務員 袋小路とあの子と俺と,1,Manga,PG-13 - Teens 13 or older,-,OVA,LIDENFILMS,6.78,1639 ,Ranked #4643,Popularity #6972,4734,https://myanimelist.net/anime/39382/Mayonaka_no_Occult_Koumuin__Fukurokouji_to_Ano_Ko_to_Ore_to,Shoujo
-,乙女なでしこ恋手帖,1,Light novel,G - All Ages,-,OVA,-,5.91,2324 ,Ranked #8816,Popularity #6976,4698,https://myanimelist.net/anime/13673/Otome_Nadeshiko_Koi_Techou,Shoujo
-,映画 プリキュアオールスターズNew Stage みらいのともだち,1,Original,G - All Ages,-,Movie,Toei Animation,7.12,2052 ,Ranked #3186,Popularity #6988,4680,https://myanimelist.net/anime/12221/Precure_All_Stars_Movie_New_Stage__Mirai_no_Tomodachi,Shoujo
The Secret Garden,アニメ ひみつの花園,39,Book,G - All Ages,Spring 1991,TV,Gakken,7.06,2072 ,Ranked #3461,Popularity #7016,4633,https://myanimelist.net/anime/2810/Anime_Himitsu_no_Hanazono,Shoujo
Fantasy of a Kitten,綿の国星,1,Manga,G - All Ages,-,Movie,Mushi Production,6.87,1593 ,Ranked #4246,Popularity #7044,4582,https://myanimelist.net/anime/1207/Wata_no_Kuni_Hoshi,Shoujo
Hans Christian Anderson's The Little Mermaid,アンデルセン童話 にんぎょ姫,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.96,2100 ,Ranked #3865,Popularity #7069,4536,https://myanimelist.net/anime/3043/Andersen_Douwa__Ningyohime,Shoujo
-,X² ダブルエックス,1,Manga,PG-13 - Teens 13 or older,-,Music,Madhouse,6.49,1921 ,Ranked #6100,Popularity #7072,4526,https://myanimelist.net/anime/2729/X²__Double_X,Shoujo
Smart-san,はいからさんが通る,42,Manga,PG-13 - Teens 13 or older,Summer 1978,TV,Nippon Animation,7.14,551 ,Ranked #3126,Popularity #7081,4530,https://myanimelist.net/anime/3335/Haikara-san_ga_Tooru,Shoujo
-,映画　Yes! プリキュア５　鏡の国のミラクル大冒険！,1,Original,G - All Ages,-,Movie,Toei Animation,7.25,1902 ,Ranked #2638,Popularity #7110,4492,https://myanimelist.net/anime/3051/Yes_Precure_5_Movie__Kagami_no_Kuni_no_Miracle_Daibouken,Shoujo
-,12歳。第2期,4,Manga,PG - Children,-,OVA,SynergySP,6.27,1434 ,Ranked #7174,Popularity #7117,4492,https://myanimelist.net/anime/31319/12-sai_2nd_Season,Shoujo
-,つばさとホタル,4,Manga,G - All Ages,-,Special,J.C.Staff,6.39,1358 ,Ranked #6623,Popularity #7120,4493,https://myanimelist.net/anime/30196/Tsubasa_to_Hotaru_2015,Shoujo
-,ペリーヌ物語,53,Novel,G - All Ages,Winter 1978,TV,Nippon Animation,7.54,974 ,Ranked #1463,Popularity #7134,4468,https://myanimelist.net/anime/2549/Perrine_Monogatari,Shoujo
Bride of Deimos,悪魔の花嫁 蘭の組曲,1,Manga,R - 17+ (violence & profanity),-,OVA,Madhouse,5.68,1689 ,Ranked #9578,Popularity #7195,4365,https://myanimelist.net/anime/5918/Deimos_no_Hanayome__Ran_no_Kumikyoku,Shoujo
-,劇場版 アイカツ スターズ！,1,Original,PG - Children,-,Movie,Bandai Namco Pictures,7.34,1616 ,Ranked #2195,Popularity #7214,4373,https://myanimelist.net/anime/31485/Aikatsu_Stars_Movie,Shoujo
-,映画　Yes! プリキュア５ GoGo! お菓子の国のハッピーバースデイ,1,Original,G - All Ages,-,Movie,Toei Animation,7.23,1733 ,Ranked #2709,Popularity #7223,4336,https://myanimelist.net/anime/4703/Yes_Precure_5_GoGo_Movie__Okashi_no_Kuni_no_Happy_Birthday,Shoujo
-,映画 スマイルプリキュア! 絵本の中はみんなチグハグ!,1,Original,G - All Ages,-,Movie,Toei Animation,7.29,1993 ,Ranked #2429,Popularity #7257,4294,https://myanimelist.net/anime/15307/Smile_Precure_Movie__Ehon_no_Naka_wa_Minna_Chiguhagu,Shoujo
Flower Angel,花の子ルンルン,50,Original,G - All Ages,Winter 1979,TV,Toei Animation,6.84,1184 ,Ranked #4376,Popularity #7273,4270,https://myanimelist.net/anime/2230/Hana_no_Ko_Lunlun,Shoujo
-,キラッとプリ☆チャン,51,Game,PG - Children,Spring 2018,TV,"Tatsunoko Production,             Dongwoo A&E",6.94,619 ,Ranked #3960,Popularity #7303,4253,https://myanimelist.net/anime/37178/Kiratto_Pri☆chan,Shoujo
-,おジャ魔女どれみ♯,1,Unknown,G - All Ages,-,Movie,Toei Animation,7.12,1771 ,Ranked #3184,Popularity #7305,4214,https://myanimelist.net/anime/2947/Ojamajo_Doremi_Sharp_Movie,Shoujo
The Highschool Life of a Fudanshi Special,腐男子高校生活　スポーツの秋煩悩の秋,1,4-koma manga,PG-13 - Teens 13 or older,-,Special,EMT Squared,6.28,888 ,Ranked #7155,Popularity #7313,4229,https://myanimelist.net/anime/36629/Fudanshi_Koukou_Seikatsu__Sports_no_Aki_Bonnou_no_Aki,Shoujo
-,光の伝説,19,Manga,PG - Children,Spring 1986,TV,Tatsunoko Production,6.57,1245 ,Ranked #5644,Popularity #7324,4178,https://myanimelist.net/anime/2224/Hikari_no_Densetsu,Shoujo
More! Ojamajo Doremi: Secret of the Frog Stone,も～っと！おジャ魔女どれみ カエル石のひみつ,1,Unknown,G - All Ages,-,Movie,Toei Animation,7.15,1670 ,Ranked #3074,Popularity #7338,4163,https://myanimelist.net/anime/2948/Motto_Ojamajo_Doremi__Kaeru_Ishi_no_Himitsu,Shoujo
-,美肌一族,12,Original,PG-13 - Teens 13 or older,Fall 2008,TV,-,5.78,1188 ,Ranked #9247,Popularity #7341,4151,https://myanimelist.net/anime/4908/Bihada_Ichizoku,Shoujo
-,絶叫学級,3,Manga,G - All Ages,-,Special,-,5.34,1841 ,Ranked #10525,Popularity #7356,4135,https://myanimelist.net/anime/15891/Zekkyou_Gakkyuu,Shoujo
-,アイカツオンパレード!,25,Game,PG - Children,Fall 2019,TV,Bandai Namco Pictures,6.87,1084 ,Ranked #4207,Popularity #7358,4166,https://myanimelist.net/anime/40266/Aikatsu_on_Parade,Shoujo
-,まりもの花 ～最強武闘派小学生伝説～,1,Manga,G - All Ages,-,OVA,Kinema Citrus,5.04,2466 ,Ranked #11094,Popularity #7364,4115,https://myanimelist.net/anime/13835/Marimo_no_Hana__Saikyou_Butouha_Shougakusei_Densetsu,Shoujo
-,映画 ふたりはプリキュア Splash Star チクタク危機一髪!,1,Original,G - All Ages,-,Movie,Toei Animation,6.74,1705 ,Ranked #4828,Popularity #7367,4112,https://myanimelist.net/anime/4124/Futari_wa_Precure__Splash☆Star_Movie_-_Tick_Tack_Kiki_Ippatsu,Shoujo
-,ジュエルペット サンシャイン,52,Original,PG - Children,Spring 2011,TV,Studio Comet,6.52,829 ,Ranked #5940,Popularity #7393,4074,https://myanimelist.net/anime/10359/Jewelpet_Sunshine,Shoujo
The Beauty Blogger,盛世妆娘,20,Novel,PG-13 - Teens 13 or older,-,ONA,Imagineer,6.77,871 ,Ranked #4678,Popularity #7422,4065,https://myanimelist.net/anime/37209/Sheng_Shi_Zhuang_Niang,Shoujo
-,ミラクル☆ガールズ,51,Manga,G - All Ages,Winter 1993,TV,Japan Taps,7.12,1008 ,Ranked #3219,Popularity #7472,3959,https://myanimelist.net/anime/2834/Miracle☆Girls,Shoujo
-,映画 フレッシュプリキュア！おもちゃの国は秘密がいっぱい！？,1,Original,G - All Ages,-,Movie,Toei Animation,6.64,1691 ,Ranked #5311,Popularity #7488,3935,https://myanimelist.net/anime/6527/Fresh_Precure_Movie__Omocha_no_Kuni_wa_Himitsu_ga_Ippai,Shoujo
Sunny Ryoko,陽あたり良好！,48,Manga,PG-13 - Teens 13 or older,Spring 1987,TV,Group TAC,7.07,703 ,Ranked #3399,Popularity #7506,3903,https://myanimelist.net/anime/729/Hiatari_Ryoukou,Shoujo
-,花咲ける青少年,3,Manga,PG-13 - Teens 13 or older,-,Special,Studio Pierrot,6.77,1240 ,Ranked #4659,Popularity #7513,3894,https://myanimelist.net/anime/6726/Hanasakeru_Seishounen_Recaps,Shoujo
-,アイカツフレンズ！～かがやきのジュエル～,26,Game,PG - Children,Spring 2019,TV,Bandai Namco Pictures,6.98,1279 ,Ranked #3787,Popularity #7529,3897,https://myanimelist.net/anime/39078/Aikatsu_Friends__Kagayaki_no_Jewel,Shoujo
-,映画 プリキュアオールスターズ New Stage2 こころのともだち,1,Original,G - All Ages,-,Movie,Toei Animation,7.13,1607 ,Ranked #3168,Popularity #7532,3864,https://myanimelist.net/anime/16442/Precure_All_Stars_Movie_New_Stage_2__Kokoro_no_Tomodachi,Shoujo
-,緑野原迷宮,1,Manga,PG-13 - Teens 13 or older,-,OVA,AIC,5.07,1384 ,Ranked #11041,Popularity #7565,3826,https://myanimelist.net/anime/2219/Ryokunohara_Meikyuu,Shoujo
Princess Knight,リボンの騎士,52,Manga,PG-13 - Teens 13 or older,Spring 1967,TV,Mushi Production,6.64,851 ,Ranked #5278,Popularity #7576,3802,https://myanimelist.net/anime/3024/Ribbon_no_Kishi,Shoujo
Miracle Train: Welcome to the Chuo Line,ミラクル☆トレイン〜中央線へようこそ〜,1,Manga,PG-13 - Teens 13 or older,-,Special,Yumeta Company,5.97,739 ,Ranked #8616,Popularity #7580,3789,https://myanimelist.net/anime/6327/Miracle_Train__Chuo-sen_e_Youkoso,Shoujo
-,KING OF PRISM -PRIDE the HERO-,1,Original,PG - Children,-,Movie,Tatsunoko Production,6.84,742 ,Ranked #4379,Popularity #7607,3781,https://myanimelist.net/anime/34032/King_of_Prism__Pride_the_Hero,Shoujo
