Title_english,Title_japanese,Anime_episodes,Anime_source,Ratings,Season,Type,Studio,score,scored_by,ranked,popularity,members,links,genre
Tokyo Ghoul,東京喰種-トーキョーグール-,12,Manga,R - 17+ (violence & profanity),Summer 2014,TV,Studio Pierrot,7.80,1425513 ,Ranked #845,Popularity #7,2178528,https://myanimelist.net/anime/22319/Tokyo_Ghoul,Horror
Parasyte -the maxim-,寄生獣 セイの格率,24,Manga,R - 17+ (violence & profanity),Fall 2014,TV,Madhouse,8.37,857392 ,Ranked #174,Popularity #41,1419328,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu,Horror
Tokyo Ghoul √A,東京喰種√A,12,Manga,R - 17+ (violence & profanity),Winter 2015,TV,Studio Pierrot,7.04,932479 ,Ranked #3553,Popularity #45,1400981,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A,Horror
The Promised Neverland,約束のネバーランド,12,Manga,R - 17+ (violence & profanity),Winter 2019,TV,CloverWorks,8.60,882775 ,Ranked #68,Popularity #46,1404269,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,Horror
Another,アナザー,12,Light novel,R - 17+ (violence & profanity),Winter 2012,TV,P.A. Works,7.52,795110 ,Ranked #1545,Popularity #48,1343863,https://myanimelist.net/anime/11111/Another,Horror
Elfen Lied,エルフェンリート,13,Manga,R+ - Mild Nudity,Summer 2004,TV,Arms,7.54,738223 ,Ranked #1480,Popularity #55,1272374,https://myanimelist.net/anime/226/Elfen_Lied,Horror
High School of the Dead,学園黙示録 HIGHSCHOOL OF THE DEAD,12,Manga,R+ - Mild Nudity,Summer 2010,TV,Madhouse,7.11,763528 ,Ranked #3241,Popularity #59,1218234,https://myanimelist.net/anime/8074/Highschool_of_the_Dead,Horror
Deadman Wonderland,デッドマン・ワンダーランド,12,Manga,R - 17+ (violence & profanity),Spring 2011,TV,Manglobe,7.20,571874 ,Ranked #2840,Popularity #89,1026420,https://myanimelist.net/anime/6880/Deadman_Wonderland,Horror
Tokyo Ghoul:re,東京喰種トーキョーグール：re,12,Manga,R - 17+ (violence & profanity),Spring 2018,TV,"Studio Pierrot,             Pierrot Plus",6.44,468287 ,Ranked #6344,Popularity #122,841343,https://myanimelist.net/anime/36511/Tokyo_Ghoul_re,Horror
Devilman: Crybaby,DEVILMAN crybaby,10,Manga,R+ - Mild Nudity,-,ONA,Science SARU,7.81,471528 ,Ranked #825,Popularity #137,792452,https://myanimelist.net/anime/35120/Devilman__Crybaby,Horror
Danganronpa: The Animation,ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION,13,Game,R - 17+ (violence & profanity),Summer 2013,TV,Lerche,7.25,436333 ,Ranked #2597,Popularity #143,762742,https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation,Horror
Hellsing Ultimate,HELLSING OVA,10,Manga,R - 17+ (violence & profanity),-,OVA,"Madhouse,             Satelight,             Graphinica",8.38,371981 ,Ranked #169,Popularity #151,735300,https://myanimelist.net/anime/777/Hellsing_Ultimate,Horror
Monster,モンスター,74,Manga,R+ - Mild Nudity,Spring 2004,TV,Madhouse,8.79,226688 ,Ranked #29,Popularity #158,712358,https://myanimelist.net/anime/19/Monster,Horror
When They Cry,ひぐらしのなく頃に,26,Visual novel,R - 17+ (violence & profanity),Spring 2006,TV,Studio Deen,7.93,324876 ,Ranked #638,Popularity #171,680907,https://myanimelist.net/anime/934/Higurashi_no_Naku_Koro_ni,Horror
From the New World,新世界より,25,Novel,R - 17+ (violence & profanity),Fall 2012,TV,A-1 Pictures,8.33,231876 ,Ranked #208,Popularity #184,659098,https://myanimelist.net/anime/13125/Shinsekai_yori,Horror
Kabaneri of the Iron Fortress,甲鉄城のカバネリ,12,Original,R - 17+ (violence & profanity),Spring 2016,TV,Wit Studio,7.25,340457 ,Ranked #2616,Popularity #196,646980,https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri,Horror
AKIRA,AKIRA（アキラ）,1,Manga,R+ - Mild Nudity,-,Movie,Tokyo Movie Shinsha,8.16,380269 ,Ranked #355,Popularity #201,632142,https://myanimelist.net/anime/47/Akira,Horror
Hellsing,Hellsing [ヘルシング],13,Manga,R - 17+ (violence & profanity),Fall 2001,TV,Gonzo,7.49,304323 ,Ranked #1637,Popularity #228,588910,https://myanimelist.net/anime/270/Hellsing,Horror
-,京喰種トーキョーグール：re 第2期,12,Manga,R - 17+ (violence & profanity),Fall 2018,TV,"Studio Pierrot,             Pierrot Plus",6.36,327220 ,Ranked #6731,Popularity #233,587310,https://myanimelist.net/anime/37799/Tokyo_Ghoul_re_2nd_Season,Horror
Sankarea: Undying Love,さんかれあ,12,Manga,R+ - Mild Nudity,Spring 2012,TV,Studio Deen,7.33,259691 ,Ranked #2246,Popularity #298,503072,https://myanimelist.net/anime/11499/Sankarea,Horror
Shiki,屍鬼,22,Manga,R - 17+ (violence & profanity),Summer 2010,TV,Daume,7.77,214307 ,Ranked #904,Popularity #306,496377,https://myanimelist.net/anime/7724/Shiki,Horror
Ajin: Demi-Human,亜人,13,Manga,R - 17+ (violence & profanity),Winter 2016,TV,Polygon Pictures,7.45,236004 ,Ranked #1756,Popularity #315,484242,https://myanimelist.net/anime/31580/Ajin,Horror
Berserk,剣風伝奇ベルセルク,25,Manga,R+ - Mild Nudity,Fall 1997,TV,OLM,8.50,244623 ,Ranked #111,Popularity #323,471399,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk,Horror
Perfect Blue,パーフェクトブルー,1,Novel,R+ - Mild Nudity,-,Movie,Madhouse,8.50,243770 ,Ranked #107,Popularity #327,463675,https://myanimelist.net/anime/437/Perfect_Blue,Horror
Angels of Death,殺戮の天使,16,Game,R - 17+ (violence & profanity),Summer 2018,TV,J.C.Staff,6.91,196263 ,Ranked #4074,Popularity #333,464170,https://myanimelist.net/anime/35994/Satsuriku_no_Tenshi,Horror
Paprika,パプリカ,1,Novel,R+ - Mild Nudity,-,Movie,Madhouse,8.06,205431 ,Ranked #465,Popularity #381,404837,https://myanimelist.net/anime/1943/Paprika,Horror
School-Live!,がっこうぐらし！,12,Manga,R - 17+ (violence & profanity),Summer 2015,TV,Lerche,7.62,173785 ,Ranked #1244,Popularity #428,366076,https://myanimelist.net/anime/24765/Gakkougurashi,Horror
-,ドロヘドロ,12,Manga,R - 17+ (violence & profanity),Winter 2020,TV,MAPPA,8.09,163441 ,Ranked #430,Popularity #464,346578,https://myanimelist.net/anime/38668/Dorohedoro,Horror
Dusk Maiden of Amnesia,黄昏乙女×アムネジア,12,Manga,R - 17+ (violence & profanity),Spring 2012,TV,SILVER LINK.,7.85,155196 ,Ranked #765,Popularity #469,337257,https://myanimelist.net/anime/12445/Tasogare_Otome_x_Amnesia,Horror
Blood+,ブラッドプラス,50,Original,R - 17+ (violence & profanity),Fall 2005,TV,Production I.G,7.65,133206 ,Ranked #1158,Popularity #478,332548,https://myanimelist.net/anime/150/Blood_,Horror
Corpse Party: Tortured Souls,コープスパーティー Tortured Souls -暴虐された魂の呪叫-,4,Visual novel,R - 17+ (violence & profanity),-,OVA,asread.,6.52,182466 ,Ranked #5930,Popularity #511,310048,https://myanimelist.net/anime/15037/Corpse_Party__Tortured_Souls_-_Bougyakusareta_Tamashii_no_Jukyou,Horror
Hell Girl,地獄少女,26,Original,R - 17+ (violence & profanity),Fall 2005,TV,Studio Deen,7.64,108645 ,Ranked #1207,Popularity #526,303755,https://myanimelist.net/anime/228/Jigoku_Shoujo,Horror
Gantz,ガンツ,13,Manga,R+ - Mild Nudity,Spring 2004,TV,Gonzo,7.03,150401 ,Ranked #3607,Popularity #529,302612,https://myanimelist.net/anime/384/Gantz,Horror
Blood-C,ブラッドシー,12,Manga,R - 17+ (violence & profanity),Summer 2011,TV,Production I.G,6.54,120652 ,Ranked #5813,Popularity #569,283655,https://myanimelist.net/anime/10490/Blood-C,Horror
Danganronpa 3: The End of Hope's Peak High School - Future Arc,ダンガンロンパ3 -The End of 希望ヶ峰学園- 未来編,12,Game,R - 17+ (violence & profanity),Summer 2016,TV,Lerche,7.31,145304 ,Ranked #2307,Popularity #572,284260,https://myanimelist.net/anime/32189/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Mirai-hen,Horror
Berserk,ベルセルク,12,Manga,R+ - Mild Nudity,Summer 2016,TV,"Millepensee,             GEMBA",6.33,127330 ,Ranked #6884,Popularity #575,281975,https://myanimelist.net/anime/32379/Berserk,Horror
Danganronpa 3: The End of Hope's Peak High School - Despair Arc,ダンガンロンパ3 -The End of 希望ヶ峰学園- 絶望編,11,Game,R - 17+ (violence & profanity),Summer 2016,TV,Lerche,7.45,135401 ,Ranked #1758,Popularity #656,253512,https://myanimelist.net/anime/33028/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Zetsubou-hen,Horror
Mononoke,モノノ怪,12,Original,R - 17+ (violence & profanity),Summer 2007,TV,Toei Animation,8.44,66511 ,Ranked #134,Popularity #678,244500,https://myanimelist.net/anime/2246/Mononoke,Horror
-,亜人 第2クール,13,Manga,R - 17+ (violence & profanity),Fall 2016,TV,Polygon Pictures,7.64,138935 ,Ranked #1192,Popularity #681,244605,https://myanimelist.net/anime/33253/Ajin_2nd_Season,Horror
Attack on Titan: Lost Girls,進撃の巨人 LOST GIRLS,3,Novel,R - 17+ (violence & profanity),-,OVA,Wit Studio,7.79,101631 ,Ranked #874,Popularity #768,219020,https://myanimelist.net/anime/36106/Shingeki_no_Kyojin__Lost_Girls,Horror
-,ハッピーシュガーライフ,12,Manga,R - 17+ (violence & profanity),Summer 2018,TV,Ezόla,6.86,92265 ,Ranked #4288,Popularity #780,216048,https://myanimelist.net/anime/37517/Happy_Sugar_Life,Horror
Ghost Hunt,ゴーストハント,25,Light novel,PG-13 - Teens 13 or older,Fall 2006,TV,J.C.Staff,7.79,87649 ,Ranked #859,Popularity #822,203097,https://myanimelist.net/anime/1571/Ghost_Hunt,Horror
-,東京喰種 トーキョーグール【JACK】,1,Manga,R - 17+ (violence & profanity),-,OVA,Studio Pierrot,7.35,113479 ,Ranked #2168,Popularity #831,200585,https://myanimelist.net/anime/30458/Tokyo_Ghoul__Jack,Horror
Terraformars,TERRA FORMARS [テラフォーマーズ],13,Manga,R - 17+ (violence & profanity),Fall 2014,TV,LIDENFILMS,7.03,97147 ,Ranked #3633,Popularity #856,196524,https://myanimelist.net/anime/22687/Terra_Formars,Horror
The Lost Village,迷家-マヨイガ-,12,Original,R - 17+ (violence & profanity),Spring 2016,TV,Diomedéa,5.52,95683 ,Ranked #10083,Popularity #857,195865,https://myanimelist.net/anime/32438/Mayoiga,Horror
Umineko: When They Cry,うみねこのなく頃に,26,Visual novel,R - 17+ (violence & profanity),Summer 2009,TV,Studio Deen,7.10,79823 ,Ranked #3280,Popularity #874,192855,https://myanimelist.net/anime/4896/Umineko_no_Naku_Koro_ni,Horror
Higurashi: When They Cry – Gou,ひぐらしのなく頃に業,24,Visual novel,R - 17+ (violence & profanity),Fall 2020,TV,Passione,7.21,47038 ,Ranked #2783,Popularity #875,195706,https://myanimelist.net/anime/41006/Higurashi_no_Naku_Koro_ni_Gou,Horror
King's Game,王様ゲーム The Animation,12,Novel,R - 17+ (violence & profanity),Fall 2017,TV,Seven,5.00,91275 ,Ranked #11131,Popularity #879,192989,https://myanimelist.net/anime/36027/Ousama_Game_The_Animation,Horror
Boogiepop and Others,ブギーポップは笑わない,18,Light novel,R - 17+ (violence & profanity),Winter 2019,TV,Madhouse,7.09,48828 ,Ranked #3311,Popularity #920,182712,https://myanimelist.net/anime/37451/Boogiepop_wa_Warawanai_2019,Horror
Magical Girl Site,魔法少女サイト,12,Manga,R - 17+ (violence & profanity),Spring 2018,TV,production doA,6.50,66611 ,Ranked #6042,Popularity #959,174157,https://myanimelist.net/anime/36266/Mahou_Shoujo_Site,Horror
Elfen Lied: In the Passing Rain,エルフェンリート 通り雨にて 或いは、少女はいかにしてその心情に至ったか?（REGENSCHAUER）,1,Manga,R+ - Mild Nudity,-,Special,Arms,7.18,102949 ,Ranked #2928,Popularity #961,172401,https://myanimelist.net/anime/376/Elfen_Lied__Tooriame_nite_Arui_wa_Shoujo_wa_Ikani_Shite_Sono_Shinjou_ni_Itatta_ka_-_Regenschauer,Horror
Berserk: The Golden Age Arc III - The Advent,ベルセルク 黄金時代篇Ⅲ 降臨,1,Manga,R+ - Mild Nudity,-,Movie,Studio 4°C,8.20,108618 ,Ranked #315,Popularity #963,172094,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin,Horror
-,東京喰種 トーキョーグール【PINTO】,1,Light novel,R - 17+ (violence & profanity),-,OVA,Studio Pierrot,7.24,93230 ,Ranked #2651,Popularity #996,166833,https://myanimelist.net/anime/31297/Tokyo_Ghoul__Pinto,Horror
Berserk: The Golden Age Arc II - The Battle for Doldrey,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,1,Manga,R+ - Mild Nudity,-,Movie,Studio 4°C,7.90,107042 ,Ranked #695,Popularity #1004,164266,https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku,Horror
Another: The Other,アナザー The Other -因果-,1,Novel,R - 17+ (violence & profanity),-,OVA,P.A. Works,7.30,98518 ,Ranked #2370,Popularity #1008,163775,https://myanimelist.net/anime/11701/Another__The_Other_-_Inga,Horror
Pupa,Pupa (ピューパ),12,Manga,R - 17+ (violence & profanity),Winter 2014,TV,Studio Deen,3.36,82803 ,Ranked #11603,Popularity #1028,160222,https://myanimelist.net/anime/19315/Pupa,Horror
Rin: Daughters of Mnemosyne,Mnemosyne－ムネモシュネの娘たち－,6,Original,R+ - Mild Nudity,Winter 2008,TV,Xebec,7.30,63310 ,Ranked #2391,Popularity #1038,159081,https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi,Horror
High-Rise Invasion,天空侵犯,12,Manga,R - 17+ (violence & profanity),-,ONA,Zero-G,6.81,70075 ,Ranked #4506,Popularity #1082,157914,https://myanimelist.net/anime/43690/Tenkuu_Shinpan,Horror
Danganronpa 3: The End of Hope's Peak High School - Hope Arc,ダンガンロンパ３-The End of 希望ヶ峰学園-希望編,1,Game,R - 17+ (violence & profanity),-,Special,Lerche,7.50,85500 ,Ranked #1614,Popularity #1140,146514,https://myanimelist.net/anime/34103/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Kibou-hen,Horror
Lunar Legend Tsukihime,真月譚 月姫,12,Visual novel,R - 17+ (violence & profanity),Fall 2003,TV,J.C.Staff,6.88,62161 ,Ranked #4191,Popularity #1162,141915,https://myanimelist.net/anime/169/Shingetsutan_Tsukihime,Horror
Gantz: Second Stage,ガンツ,13,Manga,R+ - Mild Nudity,Summer 2004,TV,Gonzo,7.07,85801 ,Ranked #3396,Popularity #1169,141425,https://myanimelist.net/anime/395/Gantz_2nd_Stage,Horror
Hell Girl: Two Mirrors,地獄少女 二籠,26,Original,R - 17+ (violence & profanity),Fall 2006,TV,Studio Deen,7.92,58473 ,Ranked #672,Popularity #1170,141406,https://myanimelist.net/anime/1594/Jigoku_Shoujo_Futakomori,Horror
Ghost Stories,学校の怪談,19,Original,PG-13 - Teens 13 or older,Fall 2000,TV,Studio Pierrot,7.69,56031 ,Ranked #1071,Popularity #1179,140174,https://myanimelist.net/anime/1281/Gakkou_no_Kaidan,Horror
Vampire Hunter D: Bloodlust,バンパイアハンターD,1,Light novel,R - 17+ (violence & profanity),-,Movie,Madhouse,7.89,72531 ,Ranked #710,Popularity #1202,136566,https://myanimelist.net/anime/543/Vampire_Hunter_D_2000,Horror
Berserk: Season II,ベルセルク,12,Manga,R - 17+ (violence & profanity),Spring 2017,TV,"Millepensee,             GEMBA",6.61,71036 ,Ranked #5440,Popularity #1211,136236,https://myanimelist.net/anime/34055/Berserk_2nd_Season,Horror
Zombie-Loan,ZOMBIE-LOAN ゾンビローン,11,Manga,R - 17+ (violence & profanity),Summer 2007,TV,XEBEC M2,6.87,57676 ,Ranked #4249,Popularity #1270,127923,https://myanimelist.net/anime/2404/Zombie-Loan,Horror
Deadman Wonderland: The Red Knife Wielder,デッドマン・ワンダーランド 赤いナイフ使い,1,Manga,R - 17+ (violence & profanity),-,OVA,Manglobe,6.96,69803 ,Ranked #3870,Popularity #1318,121623,https://myanimelist.net/anime/10418/Deadman_Wonderland__Akai_Knife_Tsukai,Horror
-,コープスパーティー Missing Footage,1,Visual novel,R+ - Mild Nudity,-,OVA,asread.,6.04,64842 ,Ranked #8324,Popularity #1327,120759,https://myanimelist.net/anime/13807/Corpse_Party__Missing_Footage,Horror
Psychic Detective Yakumo,心霊探偵 八雲,13,Novel,PG-13 - Teens 13 or older,Fall 2010,TV,Bee Train,7.33,49539 ,Ranked #2249,Popularity #1347,118530,https://myanimelist.net/anime/7662/Shinrei_Tantei_Yakumo,Horror
Zetman,ゼットマン,13,Manga,R+ - Mild Nudity,Spring 2012,TV,TMS Entertainment,6.87,53317 ,Ranked #4248,Popularity #1363,116374,https://myanimelist.net/anime/11837/Zetman,Horror
Corpse Princess: Aka,屍姫 赫,13,Manga,R - 17+ (violence & profanity),Fall 2008,TV,"Gainax,             feel.",7.23,39559 ,Ranked #2704,Popularity #1425,109439,https://myanimelist.net/anime/4581/Shikabane_Hime__Aka,Horror
Ninja Scroll,獣兵衛忍風帖,1,Original,R+ - Mild Nudity,-,Movie,Madhouse,7.61,56961 ,Ranked #1259,Popularity #1428,109239,https://myanimelist.net/anime/617/Juubee_Ninpuuchou,Horror
The Junji Ito Collection,伊藤潤二「コレクション」,12,Manga,R - 17+ (violence & profanity),Winter 2018,TV,Studio Deen,6.23,45180 ,Ranked #7404,Popularity #1433,109962,https://myanimelist.net/anime/36124/Itou_Junji__Collection,Horror
Boogiepop Phantom,ブギーポップは笑わない Boogiepop Phantom,12,Light novel,R+ - Mild Nudity,Winter 2000,TV,Madhouse,7.16,25707 ,Ranked #3015,Popularity #1516,101835,https://myanimelist.net/anime/369/Boogiepop_wa_Warawanai,Horror
Blood: The Last Vampire,BLOOD THE LAST VAMPIRE (ブラッド ザ ラスト ヴァンパイア),1,Original,R - 17+ (violence & profanity),-,Movie,Production I.G,6.90,53232 ,Ranked #4108,Popularity #1596,95949,https://myanimelist.net/anime/405/Blood__The_Last_Vampire,Horror
-,さんかれあ,2,Manga,R+ - Mild Nudity,-,OVA,Studio Deen,7.23,52379 ,Ranked #2701,Popularity #1602,95410,https://myanimelist.net/anime/13055/Sankarea_OVA,Horror
Kabaneri of the Iron Fortress: The Battle of Unato,甲鉄城のカバネリ～海門決戦～,1,Original,R - 17+ (violence & profanity),-,Movie,Wit Studio,7.70,40915 ,Ranked #1061,Popularity #1673,90368,https://myanimelist.net/anime/34544/Koutetsujou_no_Kabaneri_Movie_3__Unato_Kessen,Horror
-,MEMORIES（メモリーズ）,3,Manga,PG-13 - Teens 13 or older,-,Movie,"Madhouse,             Studio 4°C",7.73,33210 ,Ranked #981,Popularity #1699,87729,https://myanimelist.net/anime/1462/Memories,Horror
JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,6,Manga,R - 17+ (violence & profanity),-,OVA,APPP,7.36,36599 ,Ranked #2122,Popularity #1701,87573,https://myanimelist.net/anime/666/JoJo_no_Kimyou_na_Bouken,Horror
Kurozuka,黒塚,12,Manga,R - 17+ (violence & profanity),Fall 2008,TV,Madhouse,6.91,28295 ,Ranked #4058,Popularity #1736,85176,https://myanimelist.net/anime/5039/Kurozuka,Horror
Yamishibai: Japanese Ghost Stories,闇芝居,13,Original,PG-13 - Teens 13 or older,Summer 2013,TV,ILCA,7.03,37610 ,Ranked #3639,Popularity #1741,84762,https://myanimelist.net/anime/19383/Yami_Shibai,Horror
-,スーパーダンガンロンパ2.5 狛枝凪斗と世界の破壊者,1,Original,R - 17+ (violence & profanity),-,OVA,Lerche,7.18,42027 ,Ranked #2911,Popularity #1800,81175,https://myanimelist.net/anime/34152/Super_Danganronpa_25__Komaeda_Nagito_to_Sekai_no_Hakaimono,Horror
Blood-C: The Last Dark,劇場版 ブラッドシー ザ ラスト ダーク,1,Original,R+ - Mild Nudity,-,Movie,Production I.G,7.18,39899 ,Ranked #2918,Popularity #1808,80021,https://myanimelist.net/anime/10681/Blood-C__The_Last_Dark,Horror
-,HELLSING THE DAWN,3,Manga,R - 17+ (violence & profanity),-,Special,Graphinica,7.18,34169 ,Ranked #2931,Popularity #1820,79158,https://myanimelist.net/anime/11077/Hellsing__The_Dawn,Horror
-,テラフォーマーズ リベンジ,13,Manga,R - 17+ (violence & profanity),Spring 2016,TV,"TYO Animations,             LIDENFILMS",6.71,39285 ,Ranked #4969,Popularity #1824,79110,https://myanimelist.net/anime/31430/Terra_Formars__Revenge,Horror
-,GANTZ:O,1,Manga,R+ - Mild Nudity,-,Movie,Digital Frontier,7.44,46420 ,Ranked #1813,Popularity #1845,78093,https://myanimelist.net/anime/32071/Gantz_O,Horror
"Sankarea: I, Too, Am... A Zombie...",さんかれあ 吾輩も... ゾンビである...,1,Manga,R+ - Mild Nudity,-,Special,Studio Deen,7.24,41463 ,Ranked #2644,Popularity #1905,73494,https://myanimelist.net/anime/16694/Sankarea__Wagahai_mo_Zombie_de_Aru,Horror
Tokyo Majin,東京魔人學園剣風帖　龖（トウ）,14,Game,R - 17+ (violence & profanity),Winter 2007,TV,"AIC Spirits,             BeSTACK",7.12,23205 ,Ranked #3192,Popularity #1909,73164,https://myanimelist.net/anime/1860/Tokyo_Majin_Gakuen_Kenpucho__Tou,Horror
Princess Resurrection,怪物王女,25,Manga,PG-13 - Teens 13 or older,Spring 2007,TV,Madhouse,7.00,24316 ,Ranked #3741,Popularity #1948,70375,https://myanimelist.net/anime/2130/Kaibutsu_Oujo,Horror
Corpse Princess: Kuro,屍姫 玄,12,Manga,R - 17+ (violence & profanity),Winter 2009,TV,"Gainax,             feel.",7.30,29656 ,Ranked #2360,Popularity #1954,69872,https://myanimelist.net/anime/5034/Shikabane_Hime__Kuro,Horror
Blue Gender,BLUE GENDER,26,Original,R+ - Mild Nudity,Fall 1999,TV,AIC,7.05,25654 ,Ranked #3494,Popularity #1977,68719,https://myanimelist.net/anime/58/Blue_Gender,Horror
Dusk Maiden of Amnesia: Ghost Girl,黄昏乙女×アムネジア 退魔乙女,1,Manga,R - 17+ (violence & profanity),-,Special,SILVER LINK.,7.50,38463 ,Ranked #1607,Popularity #1982,68430,https://myanimelist.net/anime/14189/Tasogare_Otome_x_Amnesia__Taima_Otome,Horror
Vampire Hunter D,吸血鬼〈バンパイア〉ハンターD,1,Light novel,R+ - Mild Nudity,-,Movie,Production Reed,7.07,38196 ,Ranked #3431,Popularity #1996,67893,https://myanimelist.net/anime/732/Vampire_Hunter_D,Horror
Okamikakushi: Masque of the Wolf,おおかみかくし,12,Visual novel,PG-13 - Teens 13 or older,Winter 2010,TV,AIC,6.33,27844 ,Ranked #6914,Popularity #1998,67823,https://myanimelist.net/anime/7079/Ookamikakushi,Horror
-,ケモノヅメ,13,Original,R+ - Mild Nudity,Summer 2006,TV,Madhouse,7.38,16155 ,Ranked #2039,Popularity #2108,63013,https://myanimelist.net/anime/1454/Kemonozume,Horror
JoJo's Bizarre Adventure,ジョジョの奇妙な冒険 ADVENTURE,7,Manga,R+ - Mild Nudity,-,OVA,APPP,7.19,26783 ,Ranked #2880,Popularity #2109,63000,https://myanimelist.net/anime/665/JoJo_no_Kimyou_na_Bouken__Adventure,Horror
Shiki Specials,屍鬼,2,Light novel,R - 17+ (violence & profanity),-,Special,Daume,7.80,35247 ,Ranked #843,Popularity #2129,62084,https://myanimelist.net/anime/10083/Shiki_Specials,Horror
Le Portrait de Petit Cossette,コゼットの肖像,3,Original,R - 17+ (violence & profanity),-,OVA,Daume,6.83,25482 ,Ranked #4392,Popularity #2147,61596,https://myanimelist.net/anime/514/Cossette_no_Shouzou,Horror
-,怪～ayakashi～ Japanese Classic Horror,11,Other,R - 17+ (violence & profanity),Winter 2006,TV,Toei Animation,7.43,21045 ,Ranked #1828,Popularity #2167,60843,https://myanimelist.net/anime/586/Ayakashi__Japanese_Classic_Horror,Horror
-,ひぐらしのなく頃に拡〜アウトブレイク〜,1,Visual novel,R - 17+ (violence & profanity),-,OVA,Studio Deen,7.22,28880 ,Ranked #2752,Popularity #2173,60306,https://myanimelist.net/anime/16700/Higurashi_no_Naku_Koro_ni_Kaku__Outbreak,Horror
-,ジビエート,12,Original,R - 17+ (violence & profanity),Summer 2020,TV,"Studio elle,             l-a-unch・BOX",3.83,12941 ,Ranked #11577,Popularity #2241,57088,https://myanimelist.net/anime/40074/Gibiate,Horror
Mars of Destruction,破滅のマルス,1,Visual novel,R - 17+ (violence & profanity),-,OVA,WAO World,2.23,40423 ,Ranked #11631,Popularity #2249,56607,https://myanimelist.net/anime/413/Hametsu_no_Mars,Horror
"Ceres, Celestial Legend",妖しのセレス,24,Manga,R - 17+ (violence & profanity),Spring 2000,TV,Studio Pierrot,7.22,24208 ,Ranked #2736,Popularity #2294,55038,https://myanimelist.net/anime/104/Ayashi_no_Ceres,Horror
Pet Shop of Horrors,Pet Shop of Horrors (ペットショップ・オブ・ホラーズ),4,Manga,R - 17+ (violence & profanity),Winter 1999,TV,Madhouse,7.26,26754 ,Ranked #2548,Popularity #2300,54859,https://myanimelist.net/anime/326/Petshop_of_Horrors,Horror
Higurashi: When They Cry – SOTSU,ひぐらしのなく頃に卒,15,Visual novel,R - 17+ (violence & profanity),Summer 2021,TV,Passione,8.03,4803 ,Ranked #510,Popularity #2340,53138,https://myanimelist.net/anime/48488/Higurashi_no_Naku_Koro_ni_Sotsu,Horror
JoJo's Bizarre Adventure: Phantom Blood,ジョジョの奇妙な冒険 ファントム ブラッド,1,Manga,R - 17+ (violence & profanity),-,Movie,APPP,7.71,20795 ,Ranked #1018,Popularity #2358,52552,https://myanimelist.net/anime/3603/JoJo_no_Kimyou_na_Bouken__Phantom_Blood,Horror
GYO: Tokyo Fish Attack!,ギョ,1,Manga,R+ - Mild Nudity,-,Movie,ufotable,5.41,26397 ,Ranked #10343,Popularity #2413,50486,https://myanimelist.net/anime/10417/Gyo,Horror
Descendants of Darkness,闇の末裔,13,Manga,R - 17+ (violence & profanity),Fall 2000,TV,J.C.Staff,7.05,21665 ,Ranked #3539,Popularity #2435,49512,https://myanimelist.net/anime/553/Yami_no_Matsuei,Horror
Hell Girl: Fourth Twilight,地獄少女 宵伽,6,Original,R - 17+ (violence & profanity),Summer 2017,TV,Studio Deen,6.56,14887 ,Ranked #5732,Popularity #2471,48397,https://myanimelist.net/anime/34966/Jigoku_Shoujo__Yoi_no_Togi,Horror
Uzumaki: Spiral into Horror,うずまき,4,Manga,None,Fall 2022,TV,Drive,N/A,- user,Ranked N/A,Popularity #2648,43192,https://myanimelist.net/anime/40333/Uzumaki,Horror
Midori,地下幻燈劇画 少女椿,1,Manga,R+ - Mild Nudity,-,Movie,Mippei Eigeki Kiryuukan,4.97,21192 ,Ranked #11156,Popularity #2668,41443,https://myanimelist.net/anime/2981/Chika_Gentou_Gekiga__Shoujo_Tsubaki,Horror
Tokko,TOKKÔ[特公],13,Manga,R - 17+ (violence & profanity),Spring 2006,TV,"AIC Spirits,             Group TAC",6.57,19409 ,Ranked #5677,Popularity #2679,41145,https://myanimelist.net/anime/916/Tokkou,Horror
-,亜人,2,Manga,R - 17+ (violence & profanity),-,OVA,Polygon Pictures,7.22,15604 ,Ranked #2733,Popularity #2707,40427,https://myanimelist.net/anime/32015/Ajin_OVA,Horror
